StockCode,Description,AvgPrice,PriceStd,MinPrice,MaxPrice,TotalQuantitySold,AvgQuantityPerOrder,TotalOrders,TotalRevenue,AvgRevenuePerOrder,UniqueCustomers,CountriesServed,PriceVariability,PopularityScore,RevenuePerCustomer,ProductCategory
84510c,SET OF 4 POLKADOT COASTERS,2.47,0.02,2.46,2.51,40,1.74,23,98.7,4.29,1,2,0.008097165991902834,0.010569852941176471,98.7,Low_Performer
84510e,SET OF 4 GREEN CAROUSEL COASTERS,2.46,,2.46,2.46,1,1.0,1,2.46,2.46,1,1,,0.00045955882352941176,2.46,Low_Performer
84519A,TOMATO CHARLIE+LOLA COASTER SET,2.5,1.86,1.25,5.91,503,6.06,83,885.54,10.67,45,4,0.744,0.03814338235294118,19.678666666666665,Low_Performer
84519B,CARROT CHARLIE+LOLA COASTER SET,2.32,1.8,1.25,5.91,414,3.45,120,683.77,5.7,59,5,0.7758620689655173,0.05514705882352941,11.589322033898306,Low_Performer
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1.1,0.38,0.64,1.66,542,6.78,80,498.17,6.23,51,5,0.3454545454545454,0.03676470588235294,9.768039215686274,Low_Performer
84522,PINK PARTY SUNGLASSES,1.83,0.16,1.63,1.95,19,1.73,11,35.13,3.19,7,1,0.08743169398907104,0.00505514705882353,5.018571428571429,Low_Performer
84527,FLAMES SUNGLASSES PINK LENSES,2.14,0.81,1.63,4.13,52,6.5,8,95.1,11.89,7,1,0.37850467289719625,0.003676470588235294,13.585714285714285,Low_Performer
84531A,PINK KNITTED EGG COSY,0.74,0.63,0.39,2.08,149,4.81,31,80.85,2.61,25,5,0.8513513513513513,0.014246323529411764,3.234,Low_Performer
84531B,BLUE KNITTED EGG COSY,0.76,0.65,0.39,2.08,151,5.39,28,87.43,3.12,24,5,0.8552631578947368,0.012867647058823529,3.642916666666667,Low_Performer
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,1.39,0.5,0.85,2.08,66,5.5,12,77.76,6.48,6,1,0.3597122302158274,0.0055147058823529415,12.96,Low_Performer
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,1.66,0.0,1.66,1.66,2,1.0,2,3.32,1.66,1,2,0.0,0.0009191176470588235,3.32,Low_Performer
84535A,UNKNOWN_DESCRIPTION,0.8,0.44,0.42,2.08,863,37.52,23,1151.68,50.07,20,2,0.5499999999999999,0.010569852941176471,57.584,Low_Performer
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,0.91,0.39,0.42,2.08,1293,8.56,151,846.11,5.6,77,7,0.42857142857142855,0.06939338235294118,10.988441558441558,Low_Performer
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.54,0.19,0.42,0.85,3013,9.1,331,1353.2,4.09,139,9,0.35185185185185186,0.15211397058823528,9.735251798561151,Low_Performer
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,0.56,0.2,0.32,0.85,1969,11.72,168,830.64,4.94,70,7,0.35714285714285715,0.07720588235294118,11.866285714285715,Low_Performer
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,0.79,0.0,0.79,0.79,14,3.5,4,11.06,2.77,1,1,0.0,0.001838235294117647,11.06,Low_Performer
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,0.81,,0.81,0.81,5,5.0,1,4.05,4.05,1,1,,0.00045955882352941176,4.05,Low_Performer
84539,KNITTED RABBIT DOLL,1.79,0.25,1.65,2.08,32,10.67,3,55.38,18.46,2,1,0.13966480446927373,0.0013786764705882354,27.69,Low_Performer
84548,CROCHET BEAR RED/BLUE KEYRING,1.77,0.21,1.65,2.08,34,4.86,7,61.26,8.75,4,2,0.11864406779661016,0.003216911764705882,15.315,Low_Performer
84549,CROCHET WHITE RABBIT KEYRING,2.56,0.91,1.45,3.29,38,5.43,7,69.38,9.91,4,2,0.35546875,0.003216911764705882,17.345,Low_Performer
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,,1.65,1.65,1,1.0,1,1.65,1.65,1,1,,0.00045955882352941176,1.65,Low_Performer
84551,CROCHET DOG KEYRING,1.65,0.0,1.65,1.65,13,6.5,2,21.45,10.72,2,2,0.0,0.0009191176470588235,10.725,Low_Performer
84558A,3D DOG PICTURE PLAYING CARDS,3.13,0.88,2.29,5.91,277,3.55,78,823.53,10.56,49,4,0.28115015974440893,0.035845588235294115,16.80673469387755,Low_Performer
84558a,3D DOG PICTURE PLAYING CARDS,5.86,0.07,5.79,5.91,5,1.0,5,29.31,5.86,1,1,0.011945392491467578,0.002297794117647059,29.31,Low_Performer
84559A,3D SHEET OF DOG STICKERS,1.15,0.4,0.79,1.69,386,4.24,91,365.48,4.02,34,4,0.3478260869565218,0.04181985294117647,10.749411764705883,Low_Performer
84559B,3D SHEET OF CAT STICKERS,1.03,0.34,0.85,1.69,226,4.35,52,207.94,4.0,33,5,0.3300970873786408,0.02389705882352941,6.301212121212121,Low_Performer
84559a,3D SHEET OF DOG STICKERS,1.67,0.01,1.66,1.69,29,1.32,22,48.38,2.2,1,1,0.005988023952095809,0.01011029411764706,48.38,Low_Performer
84559b,3D SHEET OF CAT STICKERS,1.67,0.01,1.66,1.69,21,1.17,18,35.01,1.94,1,1,0.005988023952095809,0.008272058823529412,35.01,Low_Performer
84562A,PINK/WHITE RIBBED MELAMINE JUG,6.48,2.94,2.08,7.95,4,1.0,4,25.93,6.48,3,1,0.45370370370370366,0.001838235294117647,8.643333333333333,Low_Performer
84563A,PINK & WHITE BREAKFAST TRAY,4.79,2.4,2.95,11.63,91,2.76,33,353.91,10.72,12,5,0.5010438413361169,0.015165441176470588,29.492500000000003,Low_Performer
84563B,BLUE & WHITE BREAKFAST TRAY,4.02,1.99,2.95,11.63,87,2.29,38,325.65,8.57,18,4,0.49502487562189057,0.017463235294117647,18.091666666666665,Low_Performer
84568,GIRLS ALPHABET IRON ON PATCHES,0.39,0.08,0.17,0.43,12114,85.91,141,2600.95,18.45,19,5,0.20512820512820512,0.06479779411764706,136.89210526315787,Low_Performer
84569A,PACK 3 IRON ON DOG PATCHES,1.27,0.56,0.83,2.51,290,4.53,64,352.52,5.51,27,6,0.44094488188976383,0.029411764705882353,13.056296296296296,Low_Performer
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1.79,0.62,1.25,2.51,73,4.06,18,103.4,5.74,11,5,0.34636871508379885,0.008272058823529412,9.4,Low_Performer
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,,1.25,1.25,1,1.0,1,1.25,1.25,1,1,,0.00045955882352941176,1.25,Low_Performer
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1.37,0.65,0.83,2.51,458,4.82,95,551.36,5.8,33,5,0.4744525547445255,0.043658088235294115,16.707878787878787,Low_Performer
84575A,PINK DOG CANNISTER,3.95,2.31,1.95,5.95,14,3.5,4,39.3,9.82,4,1,0.5848101265822785,0.001838235294117647,9.825,Low_Performer
84576,BLUE CAT BISCUIT BARREL PINK HEART,2.98,1.12,1.95,4.13,66,3.88,17,148.32,8.72,9,2,0.37583892617449666,0.0078125,16.48,Low_Performer
84580,MOUSE TOY WITH PINK T-SHIRT,3.86,0.18,3.75,4.21,375,2.34,160,1428.41,8.93,90,6,0.046632124352331605,0.07352941176470588,15.871222222222222,Low_Performer
84581,DOG TOY WITH PINK CROCHET SKIRT,3.84,0.17,3.75,4.21,183,2.1,87,694.25,7.98,59,7,0.044270833333333336,0.03998161764705882,11.766949152542374,Low_Performer
84584,PINK GINGHAM CAT WITH SCARF,2.29,0.7,1.63,5.06,138,4.76,29,299.21,10.32,18,4,0.3056768558951965,0.01332720588235294,16.622777777777777,Low_Performer
84592,CROCHET ROSE PURSE WITH SUEDE BACK,3.52,1.17,2.95,5.79,73,3.65,20,229.55,11.48,15,3,0.3323863636363636,0.009191176470588236,15.303333333333335,Low_Performer
84593,CROCHET ROSE DES CLOTHES HANGER,2.95,0.0,2.95,2.95,5,2.5,2,14.75,7.38,1,1,0.0,0.0009191176470588235,14.75,Low_Performer
84595E,LARGE TORTILLA DESIGN RED BOWL,2.67,0.88,1.65,3.75,86,4.1,21,168.9,8.04,9,2,0.32958801498127344,0.009650735294117647,18.766666666666666,Low_Performer
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.61,0.33,0.42,2.51,4797,9.41,510,2442.62,4.79,188,8,0.5409836065573771,0.234375,12.992659574468085,Low_Performer
84596E,SMALL LICORICE DES PINK BOWL,1.0,0.6,0.42,2.51,559,7.17,78,417.02,5.35,33,3,0.6,0.035845588235294115,12.636969696969697,Low_Performer
84596F,SMALL MARSHMALLOWS PINK BOWL,0.63,0.33,0.42,2.51,3636,8.44,431,1895.92,4.4,163,9,0.5238095238095238,0.19806985294117646,11.631411042944785,Low_Performer
84596G,SMALL CHOCOLATES PINK BOWL,0.63,0.28,0.42,2.08,2082,8.78,237,1514.09,6.39,81,6,0.4444444444444445,0.10891544117647059,18.69246913580247,Low_Performer
84596J,MIXED NUTS LIGHT GREEN BOWL,0.87,0.55,0.42,2.51,605,9.31,65,427.76,6.58,20,3,0.632183908045977,0.029871323529411766,21.387999999999998,Low_Performer
84596L,BISCUITS SMALL BOWL LIGHT BLUE,0.71,0.34,0.42,2.51,1249,7.39,169,626.05,3.7,50,5,0.4788732394366198,0.07766544117647059,12.520999999999999,Low_Performer
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,2.51,0.0,2.51,2.51,6,1.5,4,15.06,3.76,1,1,0.0,0.001838235294117647,15.06,Low_Performer
84596e,SMALL LICORICE DES PINK BOWL,2.51,0.0,2.51,2.51,10,1.67,6,25.1,4.18,1,2,0.0,0.0027573529411764708,25.1,Low_Performer
84596f,SMALL MARSHMALLOWS PINK BOWL,2.46,0.0,2.46,2.46,16,1.33,12,39.36,3.28,1,1,0.0,0.0055147058823529415,39.36,Low_Performer
84596g,SMALL CHOCOLATES PINK BOWL,2.46,,2.46,2.46,3,3.0,1,7.38,7.38,1,1,,0.00045955882352941176,7.38,Low_Performer
84596l,BISCUITS SMALL BOWL LIGHT BLUE,2.46,,2.46,2.46,1,1.0,1,2.46,2.46,1,1,,0.00045955882352941176,2.46,Low_Performer
84597B,RETRO BROWN BALL ASHTRAY,1.25,0.0,1.25,1.25,41,8.2,5,51.25,10.25,3,2,0.0,0.002297794117647059,17.083333333333332,Low_Performer
84597C,RETRO PINK BALL ASHTRAY,1.25,0.0,1.25,1.25,46,3.54,13,57.5,4.42,11,1,0.0,0.0059742647058823525,5.2272727272727275,Low_Performer
84598,BOYS ALPHABET IRON ON PATCHES,0.38,0.08,0.21,0.43,1944,20.68,94,532.98,5.67,6,3,0.21052631578947367,0.043198529411764705,88.83,Low_Performer
84600,NEW BAROQUE JEWELLERY BOX,9.51,3.34,6.95,16.13,49,2.04,24,415.09,17.3,16,4,0.3512092534174553,0.011029411764705883,25.943125,Low_Performer
84609,TALL ROCOCO CANDLE HOLDER,8.83,2.05,7.25,16.63,87,5.12,17,702.63,41.33,16,2,0.232163080407701,0.0078125,43.914375,Low_Performer
84611B,UNKNOWN_DESCRIPTION,2.08,,2.08,2.08,1287,1287.0,1,2676.96,2676.96,1,1,,0.00045955882352941176,2676.96,Low_Performer
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,4.65,0.0,4.65,4.65,6,2.0,3,27.9,9.3,3,2,0.0,0.0013786764705882354,9.299999999999999,Low_Performer
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,,4.65,4.65,1,1.0,1,4.65,4.65,1,1,,0.00045955882352941176,4.65,Low_Performer
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,5.95,,5.95,5.95,2,2.0,1,11.9,11.9,1,1,,0.00045955882352941176,11.9,Low_Performer
84616,SILVER ROCCOCO CHANDELIER,42.1,15.15,29.95,58.29,10,1.43,7,384.52,54.93,5,2,0.35985748218527314,0.003216911764705882,76.904,Low_Performer
84617,NEW BAROQUE BLACK BOXES,12.75,0.0,12.75,12.75,3,1.0,3,38.25,12.75,3,2,0.0,0.0013786764705882354,12.75,Low_Performer
84620,BLUE GINGHAM ROSE CUSHION COVER,5.95,,5.95,5.95,2,2.0,1,11.9,11.9,1,1,,0.00045955882352941176,11.9,Low_Performer
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2.65,2.13,0.85,5.91,454,11.07,41,585.08,14.27,25,7,0.8037735849056603,0.01884191176470588,23.403200000000002,Low_Performer
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2.52,2.02,0.85,5.91,397,12.81,31,488.01,15.74,20,5,0.8015873015873016,0.014246323529411764,24.4005,Low_Performer
84629,WHITE 3 FRAME BIRDS AND TREE,10.05,8.21,4.95,21.95,20,2.0,10,150.0,15.0,10,3,0.8169154228855722,0.004595588235294118,15.0,Low_Performer
84631,FRUIT TREE AND BIRDS WALL PLAQUE,8.75,2.89,7.46,16.13,38,1.65,23,324.68,14.12,8,2,0.3302857142857143,0.010569852941176471,40.585,Low_Performer
84632,DECORATIVE HANGING SHELVING UNIT,59.95,0.0,59.95,59.95,6,1.2,5,359.7,71.94,5,1,0.0,0.002297794117647059,71.94,Low_Performer
84637,KITCHEN FLOWER POTS WALL PLAQUE,5.31,1.24,4.96,12.72,114,1.41,81,609.67,7.53,12,7,0.23352165725047083,0.03722426470588235,50.80583333333333,Low_Performer
84638,SMALL KITCHEN FLOWER POTS PLAQUE,6.67,1.89,5.79,14.13,50,1.35,37,331.5,8.96,12,4,0.2833583208395802,0.017003676470588234,27.625,Low_Performer
84658,WHITE STITCHED CUSHION COVER,7.3,0.6,6.95,8.29,57,2.48,23,412.23,17.92,15,2,0.0821917808219178,0.010569852941176471,27.482000000000003,Low_Performer
84659A,WHITE TRAVEL ALARM CLOCK,2.47,0.15,1.23,2.55,280,3.29,85,667.61,7.85,19,4,0.060728744939271245,0.0390625,35.137368421052635,Low_Performer
84660A,WHITE STITCHED WALL CLOCK,1.69,1.67,0.79,7.46,858,19.95,43,814.65,18.95,31,3,0.9881656804733727,0.019761029411764705,26.279032258064515,Low_Performer
84660B,BLACK STITCHED WALL CLOCK,2.13,1.79,0.79,7.46,626,17.39,36,629.53,17.49,19,2,0.8403755868544601,0.016544117647058824,33.13315789473684,Low_Performer
84660C,PINK STITCHED WALL CLOCK,2.52,2.3,0.79,7.62,620,14.42,43,640.86,14.9,21,2,0.9126984126984127,0.019761029411764705,30.517142857142858,Low_Performer
84660a,WHITE STITCHED WALL CLOCK,7.46,0.0,7.46,7.46,4,2.0,2,29.84,14.92,1,1,0.0,0.0009191176470588235,29.84,Low_Performer
84660b,BLACK STITCHED WALL CLOCK,7.54,0.11,7.46,7.62,2,1.0,2,15.08,7.54,1,1,0.014588859416445624,0.0009191176470588235,15.08,Low_Performer
84660c,PINK STITCHED WALL CLOCK,7.51,0.08,7.46,7.62,15,1.15,13,112.54,8.66,1,1,0.010652463382157125,0.0059742647058823525,112.54,Low_Performer
84661A,WHITE SQUARE TABLE CLOCK,3.01,1.36,0.79,4.96,91,5.06,18,157.52,8.75,10,4,0.451827242524917,0.008272058823529412,15.752,Low_Performer
84661B,BLACK SQUARE TABLE CLOCK,3.32,1.56,0.79,5.06,114,4.07,28,295.28,10.55,11,2,0.46987951807228917,0.012867647058823529,26.84363636363636,Low_Performer
84661C,PINK SQUARE TABLE CLOCK,2.87,1.61,0.79,4.96,70,5.38,13,99.88,7.68,6,3,0.5609756097560976,0.0059742647058823525,16.646666666666665,Low_Performer
84661a,WHITE SQUARE TABLE CLOCK,4.96,,4.96,4.96,1,1.0,1,4.96,4.96,1,1,,0.00045955882352941176,4.96,Low_Performer
84661b,BLACK SQUARE TABLE CLOCK,4.96,,4.96,4.96,1,1.0,1,4.96,4.96,1,1,,0.00045955882352941176,4.96,Low_Performer
84663A,GRASS HOPPER WOODEN WALL CLOCK,2.89,2.44,0.79,5.95,298,8.76,34,419.17,12.33,21,3,0.8442906574394463,0.015625,19.960476190476193,Low_Performer
84665,SQUARE CHERRY BLOSSOM CABINET,5.95,0.0,5.95,5.95,97,6.47,15,577.15,38.48,12,3,0.0,0.006893382352941176,48.09583333333333,Low_Performer
84666,SQUARE CHERRY BLOSSOM CABINET,3.95,0.0,3.95,3.95,24,6.0,4,94.8,23.7,4,2,0.0,0.001838235294117647,23.7,Low_Performer
84670,UNKNOWN_DESCRIPTION,2.08,,2.08,2.08,23,23.0,1,47.84,47.84,1,1,,0.00045955882352941176,47.84,Low_Performer
84673A,PINK FLY SWAT,0.7,0.07,0.65,0.79,89,2.17,41,61.35,1.5,22,1,0.10000000000000002,0.01884191176470588,2.7886363636363636,Low_Performer
84673B,BLUE FLY SWAT,0.94,0.37,0.65,1.63,172,2.73,63,152.08,2.41,29,3,0.39361702127659576,0.028952205882352942,5.244137931034484,Low_Performer
84674,FLYING PIG WATERING CAN,3.22,1.12,1.25,5.79,182,4.14,44,431.54,9.81,31,5,0.34782608695652173,0.02022058823529412,13.920645161290324,Low_Performer
84675,UNKNOWN_DESCRIPTION,2.66,0.5,2.08,2.95,11,3.67,3,30.71,10.24,3,1,0.18796992481203006,0.0013786764705882354,10.236666666666666,Low_Performer
84678,CLASSICAL ROSE SMALL VASE,2.81,1.36,1.25,5.06,142,10.92,13,247.04,19.0,11,4,0.4839857651245552,0.0059742647058823525,22.458181818181817,Low_Performer
84679,CLASSICAL ROSE TABLE LAMP,11.95,11.31,3.95,19.95,6,3.0,2,55.7,27.85,2,1,0.9464435146443516,0.0009191176470588235,27.85,Low_Performer
84683,CLASSICAL ROSE CANDLESTAND,1.51,0.75,0.65,2.51,194,16.17,12,162.2,13.52,7,2,0.4966887417218543,0.0055147058823529415,23.17142857142857,Low_Performer
84685,BEACH HUT KEY CABINET,5.76,2.07,2.08,7.62,48,2.18,22,206.45,9.38,7,1,0.359375,0.01011029411764706,29.49285714285714,Low_Performer
84686,BEACH HUT MIRROR,2.78,1.62,0.79,4.25,83,8.3,10,137.11,13.71,8,2,0.5827338129496403,0.004595588235294118,17.13875,Low_Performer
84687,BEACH HUT SHELF W 3 DRAWERS,7.8,2.91,4.95,11.63,81,2.61,31,504.43,16.27,17,4,0.3730769230769231,0.014246323529411764,29.67235294117647,Low_Performer
84688,UNKNOWN_DESCRIPTION,5.85,2.32,2.08,8.47,66,4.71,14,246.51,17.61,7,2,0.39658119658119656,0.006433823529411764,35.215714285714284,Low_Performer
84689,UNKNOWN_DESCRIPTION,3.34,2.26,2.0,5.95,8,2.67,3,20.35,6.78,3,1,0.6766467065868264,0.0013786764705882354,6.783333333333334,Low_Performer
84691,PACK 20 DOLLY PEGS,1.02,0.6,0.72,2.08,244,48.8,5,178.66,35.73,3,1,0.5882352941176471,0.002297794117647059,59.553333333333335,Low_Performer
84692,BOX OF 24 COCKTAIL PARASOLS,0.69,0.44,0.32,4.17,7594,13.23,574,4185.68,7.29,205,9,0.6376811594202899,0.26378676470588236,20.417951219512197,Low_Performer
84705C,PINK FLOCK PHOTO FRAME,1.25,,1.25,1.25,12,12.0,1,15.0,15.0,1,1,,0.00045955882352941176,15.0,Low_Performer
84706D,CHERRY BLOSSOM TABLE CLOCK,3.7,3.5,1.95,8.95,8,2.0,4,29.6,7.4,4,1,0.9459459459459459,0.001838235294117647,7.4,Low_Performer
84706F,RED PEONY TABLE CLOCK,2.95,0.0,2.95,2.95,16,1.6,10,47.2,4.72,9,2,0.0,0.004595588235294118,5.2444444444444445,Low_Performer
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,9.88,5.85,1.95,19.96,90,2.09,43,649.64,15.11,21,4,0.5921052631578947,0.019761029411764705,30.935238095238095,Low_Performer
84707B,PINK JEWELLED MIRROR TRINKET TRAY,8.19,4.23,1.95,19.96,34,1.89,18,210.55,11.7,14,3,0.5164835164835165,0.008272058823529412,15.039285714285715,Low_Performer
84708B,PINK JEWELLED PHOTO FRAME,6.05,2.25,4.25,9.96,59,3.47,17,311.5,18.32,12,5,0.37190082644628103,0.0078125,25.958333333333332,Low_Performer
84709B,PINK OVAL JEWELLED MIRROR,5.6,1.17,2.08,5.95,24,2.18,11,119.58,10.87,11,2,0.20892857142857144,0.00505514705882353,10.870909090909091,Low_Performer
84711A,SILVER OVAL SHAPE TRINKET BOX,8.98,3.65,5.79,19.96,22,1.47,15,204.31,13.62,8,3,0.4064587973273942,0.006893382352941176,25.53875,Low_Performer
84711B,PINK OVAL SHAPE TRINKET BOX,8.92,1.86,5.79,9.95,18,1.5,12,166.74,13.89,7,2,0.20852017937219733,0.0055147058823529415,23.82,Low_Performer
84712B,PINK JEWELLED PHOTO FRAME,7.68,0.39,6.36,7.95,30,1.5,20,231.56,11.58,10,2,0.05078125000000001,0.009191176470588236,23.156,Low_Performer
84715,SET OF 6 ICE CREAM SKITTLES,2.95,0.0,2.95,2.95,16,5.33,3,47.2,15.73,3,1,0.0,0.0013786764705882354,15.733333333333334,Low_Performer
84723,CHERRY BLOSSOM CANVAS ART PICTURE,3.15,2.68,1.95,7.95,40,8.0,5,90.0,18.0,4,1,0.8507936507936509,0.002297794117647059,22.5,Low_Performer
84725,FREESTYLE CANVAS ART PICTURE,1.25,0.91,0.75,4.25,39,2.44,16,37.25,2.33,15,2,0.728,0.007352941176470588,2.4833333333333334,Low_Performer
84731,3 BIRDS CANVAS SCREEN,1.02,0.89,0.39,1.65,2,1.0,2,2.04,1.02,2,1,0.8725490196078431,0.0009191176470588235,1.02,Low_Performer
84732B,CUTE BIRD CEATURE SCREEN,0.39,0.0,0.39,0.39,22,11.0,2,8.58,4.29,2,1,0.0,0.0009191176470588235,4.29,Low_Performer
84732D,CUTE RABBIT CEATURE SCREEN,0.39,0.0,0.39,0.39,11,5.5,2,4.29,2.14,2,1,0.0,0.0009191176470588235,2.145,Low_Performer
84741C,CITRUS GARLAND FELT FLOWERS,1.96,0.03,1.95,2.08,68,4.53,15,133.64,8.91,15,2,0.015306122448979591,0.006893382352941176,8.909333333333333,Low_Performer
84743C,ORANGE FELT VASE + FLOWERS,1.25,,1.25,1.25,1,1.0,1,1.25,1.25,1,1,,0.00045955882352941176,1.25,Low_Performer
84744,S/6 SEW ON CROCHET FLOWERS,1.38,0.39,1.25,2.51,110,5.5,20,140.02,7.0,18,5,0.28260869565217395,0.009191176470588236,7.77888888888889,Low_Performer
84745A,PINK HANGING GINGHAM EASTER HEN,0.42,0.0,0.42,0.42,32,6.4,5,13.44,2.69,5,2,0.0,0.002297794117647059,2.6879999999999997,Low_Performer
84745B,BLUE HANGING GINGHAM EASTER HEN,0.42,0.0,0.42,0.42,22,5.5,4,9.24,2.31,4,1,0.0,0.001838235294117647,2.31,Low_Performer
84746,UNKNOWN_DESCRIPTION,2.55,0.44,2.08,3.75,81,8.1,10,177.67,17.77,2,2,0.17254901960784316,0.004595588235294118,88.835,Low_Performer
84748,FOLK FELT HANGING MULTICOL GARLAND,3.22,1.61,2.46,7.62,204,3.34,61,570.86,9.36,8,2,0.5,0.02803308823529412,71.3575,Low_Performer
84750A,PINK SMALL GLASS CAKE STAND,1.95,,1.95,1.95,24,24.0,1,46.8,46.8,1,1,,0.00045955882352941176,46.8,Low_Performer
84750B,BLACK SMALL GLASS CAKE STAND,1.17,0.81,0.39,1.95,61,5.08,12,54.99,4.58,12,1,0.6923076923076924,0.0055147058823529415,4.5825000000000005,Low_Performer
84751B,BLACK MEDIUM GLASS CAKE STAND,1.64,1.44,0.79,3.75,15,2.14,7,29.61,4.23,7,1,0.8780487804878049,0.003216911764705882,4.2299999999999995,Low_Performer
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.76,0.62,1.06,2.51,528,8.8,60,686.76,11.45,36,3,0.3522727272727273,0.027573529411764705,19.076666666666668,Low_Performer
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.73,0.21,0.55,1.27,15953,26.5,602,10188.85,16.92,313,9,0.2876712328767123,0.2766544117647059,32.55223642172524,Low_Performer
84760S,SMALL HANGING GLASS+ZINC LANTERN,1.52,0.21,1.45,2.08,41,4.56,9,60.71,6.75,9,2,0.1381578947368421,0.004136029411764706,6.745555555555556,Low_Performer
84763,ZINC FINISH 15CM PLANTER POTS,1.42,0.44,1.06,2.51,591,10.55,56,735.84,13.14,39,2,0.3098591549295775,0.025735294117647058,18.86769230769231,Low_Performer
84766,SILVER ROCOCO CANDLE STICK,3.38,1.99,1.95,5.95,146,10.43,14,340.7,24.34,11,2,0.5887573964497042,0.006433823529411764,30.972727272727273,Low_Performer
84773,UNKNOWN_DESCRIPTION,2.08,,2.08,2.08,3,3.0,1,6.24,6.24,1,1,,0.00045955882352941176,6.24,Low_Performer
84789,ENCHANTED BIRD PLANT CAGE,4.0,1.24,2.08,7.62,187,3.82,49,642.8,13.12,34,4,0.31,0.022518382352941176,18.905882352941177,Low_Performer
84792,ENCHANTED BIRD COATHANGER 5 HOOK,5.49,1.79,3.81,9.32,795,3.44,231,3781.94,16.37,126,5,0.32604735883424407,0.10615808823529412,30.015396825396827,Low_Performer
84795B,SUNSET CHECK HAMMOCK,9.16,3.21,6.95,16.63,156,3.39,46,1249.64,27.17,32,4,0.35043668122270744,0.021139705882352942,39.05125,Low_Performer
84795C,OCEAN STRIPE HAMMOCK,5.02,4.15,2.08,7.95,5,2.5,2,22.14,11.07,2,2,0.8266932270916336,0.0009191176470588235,11.07,Low_Performer
84795b,SUNSET CHECK HAMMOCK,16.66,0.1,16.63,16.98,15,1.15,13,250.15,19.24,1,1,0.006002400960384154,0.0059742647058823525,250.15,Low_Performer
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,9.35,1.92,8.29,12.75,59,1.4,42,551.55,13.13,11,3,0.2053475935828877,0.019301470588235295,50.14090909090908,Low_Performer
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,9.2,2.96,2.08,24.96,268,2.21,121,2383.04,19.69,16,5,0.32173913043478264,0.05560661764705882,148.94,Low_Performer
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,8.29,0.0,8.29,8.29,16,1.45,11,132.64,12.06,1,2,0.0,0.00505514705882353,132.64,Low_Performer
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,0.0,2.55,2.55,23,5.75,4,58.65,14.66,4,1,0.0,0.001838235294117647,14.6625,Low_Performer
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,2.55,0.0,2.55,2.55,11,3.67,3,28.05,9.35,3,2,0.0,0.0013786764705882354,9.35,Low_Performer
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,1.0,0.4,0.42,1.25,224,22.4,10,160.48,16.05,10,1,0.4,0.004595588235294118,16.048,Low_Performer
84800L,LARGE WHITE/PINK ROSE ART FLOWER,1.92,0.22,1.69,2.12,360,16.36,22,639.36,29.06,20,3,0.11458333333333334,0.01011029411764706,31.968,Low_Performer
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,1.54,0.21,1.27,1.69,127,11.55,11,174.31,15.85,11,1,0.13636363636363635,0.00505514705882353,15.846363636363636,Low_Performer
84800S,SMALL WHITE/PINK ROSE ART FLOWER,1.21,0.08,1.06,1.25,107,11.89,9,120.07,13.34,9,1,0.06611570247933884,0.004136029411764706,13.341111111111111,Low_Performer
84801A,PINK HYDRANGEA ART FLOWER,2.1,0.0,2.1,2.1,34,8.5,4,71.4,17.85,4,1,0.0,0.001838235294117647,17.85,Low_Performer
84801B,WHITE HYDRANGEA ART FLOWER,2.1,0.0,2.1,2.1,22,7.33,3,46.2,15.4,3,1,0.0,0.0013786764705882354,15.4,Low_Performer
84802A,UNKNOWN_DESCRIPTION,1.88,0.28,1.69,2.08,4,2.0,2,7.54,3.77,2,1,0.14893617021276598,0.0009191176470588235,3.77,Low_Performer
